电影名称,评分,短评数量,前 5 条热门短评
摔跤吧！爸爸 Dangal,9.0,217272,好看死了。拜托大家认真看完电影再做评论。爸爸有约定一年为期，不行就不勉强。吉塔在赢得了第一场摔跤比赛之后，也主动请爸爸带自己参赛。她们已经自己选择了自己的道路，被父母逼着选了专业还怂着不敢转型的朋友，你跟人家根本没有半点共鸣的好吧。另外，脱离印度实际环境谈女不女权根本没有意义。
摔跤吧！爸爸 Dangal,9.0,217272,#北京电影节#我不觉得这个片子囿于父权的藩篱，父亲虽然有在女儿身上圆梦的渴望，但也建立在发现女儿的天分的前提上。摔跤让两个女孩子挣脱了偏见和无止境的家务，挣脱了14岁嫁人的命运，踏入更广阔的世界。说直男癌都是怎么想的？
摔跤吧！爸爸 Dangal,9.0,217272,当查到两个女儿的演员并不是职业摔跤手时我惊呆了，这是一部市场经济主导的天朝电影界永远拍不出来的电影，女演员根本没有档期练什么摔跤，也不可能真的剪短发，更不可能有一线巨星为了演发福真的去增重，再为了一两场戏花五个月的时间减掉50斤。我们只有白百何的假头套和刘德华的大块头套装。
摔跤吧！爸爸 Dangal,9.0,217272,父亲堪称年度最讨厌角色，女性意识的觉醒不是建立在自我的基础上，而是在父权的逼迫下强制产生，这种价值感实在不敢苟同。此外，本片将体育的竞技精神完全扭曲，以输赢作为唯一指标。放在励志题材电影横向比较，也毫无任何创新之处。
少年派的奇幻漂流 Life of Pi,9.1,218406,语言匮乏。就想搬个板凳坐电影院门口跟行人说：来嘛~
少年派的奇幻漂流 Life of Pi,9.1,218406,李安的片子越来越有得道升仙的感觉。。。把奇幻的世界也拍的太美了/见证上帝的说辞是真是让人羡慕有信仰真好/男主角π说人生虽然要放开一些事物，但是放开的时候还是要好好的道别呀。然后我就哭了。。。
少年派的奇幻漂流 Life of Pi,9.1,218406,5.0。1.什么都信，才看得见奇幻之美，纵末日亦无惧。2.蓝鲸涌出海面如此之美，迫于抢救食物的派却无暇欣赏。3.即便抛开3D，这照样是个美妙的故事，李安再商业也会有光辉。4.对视深海一幕派与虎合而为一。5.浮尸岛的昼与夜，美与恶。6.同一故事两种讲法，照应梦境与现实。7.人生到头来就是不停地放下。
少年派的奇幻漂流 Life of Pi,9.1,218406,不得不承认，跟要讲的漂流故事一样，电影有个挺吸引人的3D开头。中间开始乏力，大段大段重复的明信片场景，呼唤神灵喊妈妈。至于所谓的黑暗版，这种流于表面、直接扔给倾听者（观众）去选择的方法，真的很独到吗？信哪个会提升你的人生感悟么？？反正，它是影响不了我对影片的失望
少年派的奇幻漂流 Life of Pi,9.1,218406,五星献给自己看到的最好的3D电影。李安自己也说，拍这电影是不可能完成的任务，但他自己辛苦努力四年终究做到了。第一次如此感受到3D是一部电影不可分割的一部分，以及变换的画幅比例、层层交替的剪辑，一切都是为了故事本身。故事从冒险到有些奇幻，PI其实没有很多内心表达的镜头，但我可以感受到它
指环王3：王者无敌 The Lord of the Rings: The Return of the King,9.2,55618,要是让peter jackson来拍西游记，会怎样？？
指环王3：王者无敌 The Lord of the Rings: The Return of the King,9.2,55618,为什么我不爱看指环王
指环王3：王者无敌 The Lord of the Rings: The Return of the King,9.2,55618,终于结束了，一切如常，我却回不去了
指环王3：王者无敌 The Lord of the Rings: The Return of the King,9.2,55618,原来真的可以被友情、信念和正义给感动。。。
指环王3：王者无敌 The Lord of the Rings: The Return of the King,9.2,55618,亡灵奔涌那里很帅••••••
飞屋环游记 Up,9.0,136058,气球升起的时候太美好了
飞屋环游记 Up,9.0,136058,找回丟失已久的夢想吧！在我還未老去的時候···
飞屋环游记 Up,9.0,136058,最让我感动的是电影开头，这对夫妻志趣相投、相濡以沫，我想自己能不能找到这样的另一半呢
飞屋环游记 Up,9.0,136058,爱和梦想，勇气和希望
飞屋环游记 Up,9.0,136058,为爱妻遗愿，老钉子户一飞冲天，远赴南美寻梦
十二怒汉 12 Angry Men,9.4,66223,偏见，合理的怀疑。任何时候都要保持怀疑的能力。最后，当意见终于统一，每个人默默地穿上外套，离开，桌子上是刚刚一个半小时内发生的巨大震荡留下的痕迹，烟灰缸，纸团，凌乱的纸张，笔，还有那把刀。经过这些震荡后的十二个男人，不管之前是多么的抱着偏见不放，此刻都闪着光。这是人类进步的光芒。
十二怒汉 12 Angry Men,9.4,66223,精湛的表演，恰到好处的对话与矛盾设计。
十二怒汉 12 Angry Men,9.4,66223,民主、人性、理智、原则。合理怀疑。
十二怒汉 12 Angry Men,9.4,66223,意见领袖在电影中的上佳诠释
十二怒汉 12 Angry Men,9.4,66223,1.看罢暗惊，但细想之下，并非最爱的吕美特电影。2.把罪案摊在阳光下。3.我从小到大住在纽约，却从来没去过那里。4.并非称言其无罪，而是不确定是否有罪。5.最棒的钟表匠都在欧洲。6.不论去到哪里，偏见总是遮蔽了真相。
鬼子来了,9.2,72448,大概姜文最后的一笑意思是“幸好我死了，这狗B的世界我可不想活着”
鬼子来了,9.2,72448,一刀刘、二脖子、马大三、四表姐夫、五舅姥爷、六旺、七爷、八婶子、小碌碡...
鬼子来了,9.2,72448,越荒诞越有力
鬼子来了,9.2,72448,留口气活着很重要，可有些事比活着留口气重要
鬼子来了,9.2,72448,姜文：“我拍《鬼子来了》就是试图让观众明白，如果想避免我们大家都知道的那段不愉快的历史，除了过嘴瘾还有什么办法。我不敢说这部电影给出了这个结论，事实上我一个导演和一部影片也做不到，最高的理想也就是有个方向吧！”结果，这是一部能在日本公映的内地禁片。我觉得这基本就说明一切了。→19.2 二刷
何以为家 كفرناحوم,9.1,153613,拍给生育癌看的。我就不说卖惨了，因为是真惨。善良而倔强的叙利亚小男孩，默默把全世界扛在瘦弱的肩上，拖着生活往前走。最后他露出全片唯一一个微笑我一下就泪奔了。孩子永远是我的软肋，我给你五星还不行么...
何以为家 كفرناحوم,9.1,153613,在欧陆人民面前，中东这样的超级人道主义灾难本身就是泪点满满。这样的题材如果是纪录片会更具力量，但想想如此年纪的男主及孩童们居然可以“演绎”得如此逼近现实，女导演的确强大。另外强烈抄送国内逼婚逼生一族。
何以为家 كفرناحوم,9.1,153613,从一句话的简介 就直击心灵 再到120分钟完整故事 一直受到着冲击与震撼。 三个看片小伙伴 开篇就哭的稀里哗啦 结束 已经泣不成声  真的是一部还没看完就想让全世界去看的电影。那句在法院上12岁的小ZEIN的发言：我要控诉父母生下我。我想让那些无法养活孩子的父母 不要生下孩子。
何以为家 كفرناحوم,9.1,153613,十年前看Caramel开始一直关注的导演，陆续听她先生写的原声，看她演的法国电影，直到Capharnaum入围此次戛纳主竞赛，成为个人List上最期待的影片。十年不见，当初所有的灵气聪明仍在，镜头却越发冷静干净。结局处的回暖，是残酷现实里女导演留有的慈悲。
何以为家 كفرناحوم,9.1,153613,最后的笑，之于我们大众，本应平凡不过；之于这部影片，却是格格不入。这也是部超级英雄电影，一个在乱世底层顽强挣扎，救妹妹、当保姆的小小蟑螂侠。#21st SIFF#
天空之城 天空の城ラピュタ,9.1,71942,时隔十年重新看这部动画片，被海盗老婆婆那句“头发被剪掉了才是大事”感动得乱七八糟。对于一个女孩子来说，什么金钱散尽啊什么历经苦难啊都被这几个字淡淡抹掉，小小一句话简直就是箴言。
天空之城 天空の城ラピュタ,9.1,71942,不看人生不圆满!!!宫爷爷的所有电影都是!
天空之城 天空の城ラピュタ,9.1,71942,我愿意给10颗星！！！！！！！！！！
天空之城 天空の城ラピュタ,9.1,71942,对天空的追逐，永不停止。
天空之城 天空の城ラピュタ,9.1,71942,久石让的原声太动人
大话西游之月光宝盒 西遊記第壹佰零壹回之月光寶盒,9.0,73505,莫文蔚趴在地上时说了一句话让我很感动，她说，我找到了一个和你很像的人。
大话西游之月光宝盒 西遊記第壹佰零壹回之月光寶盒,9.0,73505,片尾曲真的很好听
大话西游之月光宝盒 西遊記第壹佰零壹回之月光寶盒,9.0,73505,【B+】小时候电视上看过很多次段落，却没完整看过。其实我喜欢晶晶姑娘多过紫霞
大话西游之月光宝盒 西遊記第壹佰零壹回之月光寶盒,9.0,73505,如果一个妖有人性呢，他就是人妖。
大话西游之月光宝盒 西遊記第壹佰零壹回之月光寶盒,9.0,73505,一代经典，据说上映的时候票房异常惨淡，也没有什么奖项。但现在还是西游系列标杆性的代表。
哈尔的移动城堡 ハウルの動く城,9.0,98216,宫崎骏的片子里。老奶奶都很丑。但都是好老奶奶。
哈尔的移动城堡 ハウルの動く城,9.0,98216,看了这个电影就想要一个家。擦地板，在阳光下面放上铺着干净桌布的餐桌，还有照顾小火苗，就如同守护爱人的心一般。
哈尔的移动城堡 ハウルの動く城,9.0,98216,爱是：1.成为你的仆人；2.拥抱你最丑陋时的模样（人不漂亮因为你才有意思）；3.融化仇敌，卸下巫术；4.秘密小屋只允许你闯入；5.了解你的过去，相信我会在未来等你；6.真心亲吻，解除魔咒；7.放“心”自由，感觉温暖；8.接受爱人的选择，平息一场战争；9.和你建造一所移动城堡，取名为家。10.相信你。
哈尔的移动城堡 ハウルの動く城,9.0,98216,木村拓哉的声音真是亚萨西啊……
哈尔的移动城堡 ハウルの動く城,9.0,98216,这个……其实我没怎么看明白，14年的宫崎骏粉丝就这么秀逗了。……（后来千和我说她也不懂，少许有点心理安慰……）
天堂电影院 Nuovo Cinema Paradiso,9.2,80170,看来我要少看电影了，我的人生才是我经营的重点，电影终究只是电影啊~~
天堂电影院 Nuovo Cinema Paradiso,9.2,80170,接吻镜头剪辑的那段最美
天堂电影院 Nuovo Cinema Paradiso,9.2,80170,是的，一场伟大的失恋。
天堂电影院 Nuovo Cinema Paradiso,9.2,80170,因为我也当过放映员，深有感悟……我们每个人都是小托托、每个人都希望自己的儿子也叫小托托、就连爷爷奶奶们也都希望有个小托托样的孙子……
天堂电影院 Nuovo Cinema Paradiso,9.2,80170,感人，但平淡。
素媛 소원,9.2,81867,1，现实还是那么恶心，家人和童话让我们活下去。2，如果心灵得不到安慰，再公正的判决也终是悲剧。
素媛 소원,9.2,81867,难得的是没有利用亲情过度煽情，也没有过分纠缠于法律漏洞，避开了韩影最爱用的两个梗，而是更多的聚焦在创伤之后一家人的心理状态变化。重创之后生活始终继续，但你能选择如何面对。此片的所有感动点是来源于细节中和一家人共同努力渡过难关表现出来的积极心态，感动之余，倍感欣慰。有几处台词真心好
素媛 소원,9.2,81867,爸爸和小女孩演的都太好了，爸爸的基友一家人真不错，这样的人在世上少有了。还好孩子没有受到欺负，能有人正确的引导她，帮助她。人渣们都该死~！我哭死了
